Index,Company,Product,Inches,Price_euros,SSD_Memory(GB),HDD_Memory(GB),Ram(GB),ScreenResolution(pixels),CPU_Type,CPU_Frequency(GHz),GPU_Type
1301,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,720.32,0,500,4,1366x768,Intel Core,2.5,Nvidia GeForce
1302,Lenovo,Yoga 500-14ISK,14.0,638.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
1303,Lenovo,Yoga 900-13ISK,13.3,1499.0,512,0,16,3200x1800,Intel Core,2.5,Intel HD
1305,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,764.0,0,1024.0,6,1366x768,Intel Core,2.5,AMD Radeon
1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,369.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
1307,Asus,ZenBook UX305CA-UBM1,13.3,729.0,512,0,8,1920x1080,Intel Core,0.9,Intel HD
1308,Dell,Inspiron 3567,15.6,459.0,0,1024.0,6,1366x768,Intel Core,2.4,Intel HD
1309,Acer,Aspire ES1-531,15.6,289.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
1310,Dell,Inspiron 3552,15.6,379.0,0,500,2,1366x768,Intel Celeron,1.6,Intel HD
1311,Lenovo,IdeaPad Y700-15ISK,15.6,899.0,0,1024.0,8,1920x1080,Intel Core,2.6,Nvidia GeForce
1312,HP,Pavilion 15-AW003nv,15.6,549.99,0,0,6,1920x1080,AMD A9-Series,2.9,AMD Radeon
1313,Dell,Inspiron 3567,15.6,805.99,0,1024.0,8,1366x768,Intel Core,2.7,AMD Radeon
1315,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,720.32,0,500,4,1366x768,Intel Core,2.5,Nvidia GeForce
1316,Lenovo,Yoga 500-14ISK,14.0,638.0,128,0,4,1920x1080,Intel Core,2.5,Intel HD
1317,Lenovo,Yoga 900-13ISK,13.3,1499.0,512,0,16,3200x1800,Intel Core,2.5,Intel HD
1319,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,764.0,0,1024.0,6,1366x768,Intel Core,2.5,AMD Radeon
1320,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,369.0,0,500,4,1366x768,Intel Celeron,1.6,Intel HD
